Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1012 Construction,,110,"1,501","1,680","1,842","38,203,352","1,755",1.98,3.00
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1013 Manufacturing,,67,"3,194","3,167","3,162","52,960,360","1,283",2.12,2.41
2023,2,County,Illinois,"Stephenson County, Illinois",Private,102 Service-providing,,750,"9,622","9,622","9,831","105,084,084",834,0.78,0.66
2023,2,County,Illinois,"Stephenson County, Illinois",Private,"1021 Trade, transportation, and utilities",,227,"2,529","2,565","2,549","24,020,510",725,0.78,0.67
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1022 Information,,17,89,90,93,"982,135",833,0.27,0.10
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1023 Financial activities,,96,835,817,822,"12,483,733","1,164",0.82,0.65
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1024 Professional and business services,,124,"1,793","1,743","1,828","19,648,646",845,0.70,0.43
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1025 Education and health services,,72,"2,557","2,588","2,661","37,809,716","1,118",0.95,1.18
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1026 Leisure and hospitality,,101,"1,139","1,149","1,181","5,478,891",364,0.60,0.49
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1027 Other services,,111,680,670,697,"4,660,453",525,1.31,0.95
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1029 Unclassified,,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Tazewell County, Illinois",Total Covered,"10 Total, all industries",,"2,601","46,052","46,620","47,208","601,901,666",993,1.00,1.00
2023,2,County,Illinois,"Tazewell County, Illinois",Federal Government,"10 Total, all industries",,22,483,484,482,"10,064,807","1,603",0.54,0.64
2023,2,County,Illinois,"Tazewell County, Illinois",Local Government,"10 Total, all industries",,96,"6,422","6,592","6,466","70,095,439",830,1.48,1.33
2023,2,County,Illinois,"Tazewell County, Illinois",Private,"10 Total, all industries",,"2,483","39,147","39,544","40,260","521,741,420","1,012",0.99,1.02
2023,2,County,Illinois,"Tazewell County, Illinois",Private,101 Goods-producing,,450,"10,069","10,257","10,378","179,301,287","1,348",1.47,1.83
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1011 Natural resources and mining,,33,383,381,388,"5,496,076","1,101",0.65,0.80
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1012 Construction,,283,"2,948","3,146","3,194","52,276,472","1,299",1.29,1.56
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1013 Manufacturing,,134,"6,738","6,730","6,796","121,528,739","1,384",1.71,2.10
2023,2,County,Illinois,"Tazewell County, Illinois",Private,102 Service-providing,,"2,033","29,078","29,287","29,882","342,440,133",895,0.89,0.82
2023,2,County,Illinois,"Tazewell County, Illinois",Private,"1021 Trade, transportation, and utilities",,573,"11,647","11,770","11,929","150,321,435",981,1.36,1.60
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1022 Information,,30,363,362,359,"4,259,075",907,0.39,0.17
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1023 Financial activities,,218,"1,889","1,897","2,017","31,593,522","1,256",0.75,0.63
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1024 Professional and business services,,364,"3,374","3,331","3,387","53,837,662","1,231",0.49,0.45
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1025 Education and health services,,242,"4,145","4,160","4,187","40,517,942",749,0.56,0.48
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1026 Leisure and hospitality,,322,"6,188","6,269","6,455","36,542,599",446,1.23,1.25
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1027 Other services,,280,"1,464","1,489","1,540","25,226,286","1,296",1.09,1.96
2023,2,County,Illinois,"Tazewell County, Illinois",Private,1029 Unclassified,,4,8,9,8,"141,612","1,307",0.06,0.09
2023,2,County,Illinois,"Union County, Illinois",Total Covered,"10 Total, all industries",,332,"5,155","5,238","5,181","54,527,152",808,1.00,1.00
2023,2,County,Illinois,"Union County, Illinois",Federal Government,"10 Total, all industries",,11,64,67,64,"930,920","1,102",0.65,0.65
2023,2,County,Illinois,"Union County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Union County, Illinois",Local Government,"10 Total, all industries",N,18,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Union County, Illinois",Private,"10 Total, all industries",,301,"3,597","3,648","3,660","34,312,133",726,0.82,0.74
2023,2,County,Illinois,"Union County, Illinois",Private,101 Goods-producing,,65,800,834,842,"9,499,470",885,1.09,1.07
2023,2,County,Illinois,"Union County, Illinois",Private,1011 Natural resources and mining,,20,458,483,491,"5,420,343",873,7.49,8.66
2023,2,County,Illinois,"Union County, Illinois",Private,1012 Construction,,32,78,84,86,"1,001,190",932,0.32,0.33
2023,2,County,Illinois,"Union County, Illinois",Private,1013 Manufacturing,,13,264,267,265,"3,077,937",892,0.61,0.59
2023,2,County,Illinois,"Union County, Illinois",Private,102 Service-providing,,236,"2,797","2,814","2,818","24,812,663",679,0.77,0.66
2023,2,County,Illinois,"Union County, Illinois",Private,"1021 Trade, transportation, and utilities",,67,792,778,778,"7,483,538",736,0.81,0.88
2023,2,County,Illinois,"Union County, Illinois",Private,1022 Information,,6,15,15,14,"189,817",996,0.14,0.08
2023,2,County,Illinois,"Union County, Illinois",Private,1023 Financial activities,,22,126,130,129,"1,508,040",904,0.44,0.33
2023,2,County,Illinois,"Union County, Illinois",Private,1024 Professional and business services,,39,145,145,144,"1,441,463",766,0.19,0.13
2023,2,County,Illinois,"Union County, Illinois",Private,1025 Education and health services,,38,"1,130","1,161","1,146","10,782,456",724,1.41,1.41
2023,2,County,Illinois,"Union County, Illinois",Private,1026 Leisure and hospitality,,44,499,494,518,"2,600,673",397,0.90,0.98
2023,2,County,Illinois,"Union County, Illinois",Private,1027 Other services,,20,90,91,89,"806,676",689,0.57,0.69
2023,2,County,Illinois,"Vermilion County, Illinois",Total Covered,"10 Total, all industries",,"1,327","25,605","25,756","25,878","329,114,571",983,1.00,1.00
2023,2,County,Illinois,"Vermilion County, Illinois",Federal Government,"10 Total, all industries",,26,"1,414","1,392","1,390","25,246,917","1,389",2.83,2.92
2023,2,County,Illinois,"Vermilion County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Vermilion County, Illinois",Local Government,"10 Total, all industries",N,91,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Vermilion County, Illinois",Private,"10 Total, all industries",,"1,209","20,126","20,222","20,401","256,000,710",972,0.92,0.91
2023,2,County,Illinois,"Vermilion County, Illinois",Private,101 Goods-producing,,221,"5,015","5,000","5,150","80,836,526","1,230",1.33,1.51
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1011 Natural resources and mining,,38,186,193,192,"1,941,069",784,0.59,0.51
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1012 Construction,,106,522,511,586,"8,098,155","1,154",0.43,0.44
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1013 Manufacturing,,77,"4,307","4,296","4,372","70,797,302","1,259",2.01,2.24
2023,2,County,Illinois,"Vermilion County, Illinois",Private,102 Service-providing,,988,"15,111","15,222","15,251","175,164,184",887,0.83,0.77
2023,2,County,Illinois,"Vermilion County, Illinois",Private,"1021 Trade, transportation, and utilities",,335,"6,441","6,507","6,452","70,122,536",834,1.35,1.37
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1022 Information,,15,87,87,87,"682,228",603,0.17,0.05
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1023 Financial activities,,96,"1,268","1,268","1,273","21,499,764","1,303",0.87,0.78
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1024 Professional and business services,,130,"1,506","1,538","1,532","23,384,654","1,179",0.40,0.36
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1025 Education and health services,,116,"2,912","2,904","2,961","42,427,884","1,116",0.73,0.92
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1026 Leisure and hospitality,,164,"2,065","2,099","2,132","9,635,336",353,0.74,0.60
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1027 Other services,,129,828,813,809,"7,393,248",696,1.04,1.05
2023,2,County,Illinois,"Vermilion County, Illinois",Private,1029 Unclassified,,3,4,6,5,"18,534",285,0.07,0.02
2023,2,County,Illinois,"Wabash County, Illinois",Total Covered,"10 Total, all industries",,271,"3,272","3,275","3,297","36,494,504",856,1.00,1.00
2023,2,County,Illinois,"Wabash County, Illinois",Federal Government,"10 Total, all industries",,5,21,20,19,"263,753","1,014",0.30,0.28
2023,2,County,Illinois,"Wabash County, Illinois",Local Government,"10 Total, all industries",,19,"1,023","1,030","1,066","12,304,084",910,3.49,3.86
2023,2,County,Illinois,"Wabash County, Illinois",Private,"10 Total, all industries",,247,"2,228","2,225","2,212","23,926,667",828,0.78,0.77
2023,2,County,Illinois,"Wabash County, Illinois",Private,101 Goods-producing,,60,466,478,480,"8,016,719","1,299",0.98,1.35
2023,2,County,Illinois,"Wabash County, Illinois",Private,1011 Natural resources and mining,,31,151,155,159,"2,103,528","1,044",3.81,5.02
2023,2,County,Illinois,"Wabash County, Illinois",Private,1012 Construction,,17,189,193,201,"4,362,631","1,727",1.16,2.15
2023,2,County,Illinois,"Wabash County, Illinois",Private,1013 Manufacturing,,12,126,130,120,"1,550,560",952,0.43,0.44
2023,2,County,Illinois,"Wabash County, Illinois",Private,102 Service-providing,,187,"1,762","1,747","1,732","15,909,948",701,0.74,0.63
2023,2,County,Illinois,"Wabash County, Illinois",Private,"1021 Trade, transportation, and utilities",,60,635,623,615,"7,060,036",870,1.01,1.24
2023,2,County,Illinois,"Wabash County, Illinois",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Wabash County, Illinois",Private,1023 Financial activities,,28,198,202,201,"2,776,950","1,066",1.08,0.91
2023,2,County,Illinois,"Wabash County, Illinois",Private,1024 Professional and business services,,29,142,138,153,"1,830,509",976,0.32,0.25
2023,2,County,Illinois,"Wabash County, Illinois",Private,1025 Education and health services,,20,455,456,438,"2,630,300",450,0.84,0.51
2023,2,County,Illinois,"Wabash County, Illinois",Private,1026 Leisure and hospitality,,20,235,233,230,"1,001,646",331,0.63,0.57
2023,2,County,Illinois,"Wabash County, Illinois",Private,1027 Other services,N,28,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Warren County, Illinois",Total Covered,"10 Total, all industries",,378,"6,260","6,335","6,479","74,113,385",897,1.00,1.00
2023,2,County,Illinois,"Warren County, Illinois",Federal Government,"10 Total, all industries",,13,69,71,71,"970,554","1,061",0.58,0.50
2023,2,County,Illinois,"Warren County, Illinois",Local Government,"10 Total, all industries",,30,885,913,952,"8,043,867",675,1.58,1.24
2023,2,County,Illinois,"Warren County, Illinois",Private,"10 Total, all industries",,335,"5,306","5,351","5,456","65,098,964",932,0.98,1.03
2023,2,County,Illinois,"Warren County, Illinois",Private,101 Goods-producing,,77,"2,213","2,248","2,244","30,390,435","1,046",2.32,2.51
2023,2,County,Illinois,"Warren County, Illinois",Private,1011 Natural resources and mining,,19,260,256,259,"3,651,962","1,087",3.16,4.29
2023,2,County,Illinois,"Warren County, Illinois",Private,1012 Construction,,43,149,156,154,"1,641,021",825,0.45,0.40
2023,2,County,Illinois,"Warren County, Illinois",Private,1013 Manufacturing,,15,"1,804","1,836","1,831","25,097,452","1,059",3.37,3.53
2023,2,County,Illinois,"Warren County, Illinois",Private,102 Service-providing,,258,"3,093","3,103","3,212","34,708,529",851,0.70,0.68
2023,2,County,Illinois,"Warren County, Illinois",Private,"1021 Trade, transportation, and utilities",,96,"1,131","1,118","1,134","12,838,064",876,0.95,1.11
2023,2,County,Illinois,"Warren County, Illinois",Private,1022 Information,,4,22,23,22,"279,290",962,0.18,0.09
2023,2,County,Illinois,"Warren County, Illinois",Private,1023 Financial activities,,19,169,165,163,"2,128,060",988,0.44,0.34
2023,2,County,Illinois,"Warren County, Illinois",Private,1024 Professional and business services,,31,253,239,263,"2,163,520",661,0.28,0.15
2023,2,County,Illinois,"Warren County, Illinois",Private,1025 Education and health services,,26,792,797,865,"13,991,211","1,316",0.85,1.35
2023,2,County,Illinois,"Warren County, Illinois",Private,1026 Leisure and hospitality,,43,545,557,555,"2,289,929",319,0.77,0.64
2023,2,County,Illinois,"Warren County, Illinois",Private,1027 Other services,,39,181,204,210,"1,018,455",395,1.08,0.64
2023,2,County,Illinois,"Washington County, Illinois",Total Covered,"10 Total, all industries",,408,"6,346","6,364","6,512","90,617,348","1,088",1.00,1.00
2023,2,County,Illinois,"Washington County, Illinois",Federal Government,"10 Total, all industries",,14,45,44,47,"600,827","1,020",0.38,0.25
2023,2,County,Illinois,"Washington County, Illinois",Local Government,"10 Total, all industries",,36,655,661,722,"6,662,821",754,1.20,0.84
2023,2,County,Illinois,"Washington County, Illinois",Private,"10 Total, all industries",,358,"5,646","5,659","5,743","83,353,700","1,128",1.03,1.08
2023,2,County,Illinois,"Washington County, Illinois",Private,101 Goods-producing,,91,"2,140","2,129","2,150","32,509,621","1,169",2.21,2.20
2023,2,County,Illinois,"Washington County, Illinois",Private,1011 Natural resources and mining,,38,194,194,196,"2,077,211",821,2.38,2.00
2023,2,County,Illinois,"Washington County, Illinois",Private,1012 Construction,,39,378,384,385,"5,613,496","1,129",1.13,1.11
2023,2,County,Illinois,"Washington County, Illinois",Private,1013 Manufacturing,,14,"1,568","1,551","1,569","24,818,914","1,222",2.87,2.85
2023,2,County,Illinois,"Washington County, Illinois",Private,102 Service-providing,,267,"3,506","3,530","3,593","50,844,079","1,104",0.78,0.81
2023,2,County,Illinois,"Washington County, Illinois",Private,"1021 Trade, transportation, and utilities",,102,"2,103","2,094","2,095","38,650,084","1,418",1.74,2.74
2023,2,County,Illinois,"Washington County, Illinois",Private,1022 Information,,5,13,13,13,"51,905",307,0.10,0.01
2023,2,County,Illinois,"Washington County, Illinois",Private,1023 Financial activities,,34,179,179,183,"2,173,836",927,0.50,0.29
2023,2,County,Illinois,"Washington County, Illinois",Private,1024 Professional and business services,,43,547,577,607,"5,838,152",778,0.63,0.33
2023,2,County,Illinois,"Washington County, Illinois",Private,1025 Education and health services,,22,184,193,197,"1,687,330",678,0.19,0.13
2023,2,County,Illinois,"Washington County, Illinois",Private,1026 Leisure and hospitality,,33,396,389,416,"1,963,534",377,0.58,0.45
2023,2,County,Illinois,"Washington County, Illinois",Private,1027 Other services,,27,84,85,82,"479,238",441,0.42,0.25
2023,2,County,Illinois,"Washington County, Illinois",Private,1029 Unclassified,,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Wayne County, Illinois",Total Covered,"10 Total, all industries",,388,"4,047","4,074","4,072","40,484,661",766,1.00,1.00
2023,2,County,Illinois,"Wayne County, Illinois",Federal Government,"10 Total, all industries",,11,57,58,58,"743,261",991,0.75,0.70
2023,2,County,Illinois,"Wayne County, Illinois",Local Government,"10 Total, all industries",,38,818,818,822,"7,580,309",712,2.18,2.14
2023,2,County,Illinois,"Wayne County, Illinois",Private,"10 Total, all industries",,339,"3,172","3,198","3,192","32,161,091",776,0.91,0.93
2023,2,County,Illinois,"Wayne County, Illinois",Private,101 Goods-producing,,81,398,399,409,"5,118,801",979,0.67,0.78
2023,2,County,Illinois,"Wayne County, Illinois",Private,1011 Natural resources and mining,,38,189,187,189,"2,362,567",965,3.67,5.08
2023,2,County,Illinois,"Wayne County, Illinois",Private,1012 Construction,,27,92,97,102,"1,080,017",856,0.48,0.48
2023,2,County,Illinois,"Wayne County, Illinois",Private,1013 Manufacturing,,16,117,115,118,"1,676,217","1,105",0.35,0.43
2023,2,County,Illinois,"Wayne County, Illinois",Private,102 Service-providing,,258,"2,774","2,799","2,783","27,042,290",747,0.96,0.97
2023,2,County,Illinois,"Wayne County, Illinois",Private,"1021 Trade, transportation, and utilities",,111,"1,021","1,027","1,023","11,108,158",835,1.36,1.76
2023,2,County,Illinois,"Wayne County, Illinois",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Wayne County, Illinois",Private,1023 Financial activities,,22,151,150,151,"2,084,033","1,064",0.65,0.62
